,ACC,AGI,AWR,BCV,BKS,Blanket Coverage,CAR,CIT,CTH,ELU,FNM,Go Deep,IMP,INJ,JKM,JMP,KAC,KPW,KR,MCV,Move the Sticks,PAC,PBK,POW,PRC,PRS,PUR,PWM,Physical Front,Pick Specialist,Playmaker,Pound the Rock,RBK,RLS,RTE,Read and React,SFA,SPC,SPD,SPM,STA,STR,Secure Tackler,TAD,TAK,TAM,TAS,THP,TOR,TRK,Toughness,ZCV,id,ovr,player,pos,size
57,83.0,72.0,93.0,30.0,38.0,0.0,41.0,35.0,54.0,30.0,30.0,0.0,88.0,86.0,30.0,60.0,38.0,38.0,30.0,30.0,0.0,30.0,92.0,41.0,35.0,30.0,44.0,30.0,0.0,0.0,0.0,1.0,84.0,37.0,35.0,0.0,35.0,32.0,73.0,30.0,84.0,91.0,0.0,30.0,54.0,30.0,30.0,39.0,33.0,41.0,0.0,30.0,34058.0,91.0,David Bakhtiari,LT,
58,96.0,98.0,86.0,90.0,46.0,0.0,78.0,81.0,84.0,93.0,33.0,0.0,56.0,90.0,93.0,91.0,38.0,39.0,88.0,39.0,1.0,33.0,51.0,35.0,38.0,35.0,46.0,33.0,0.0,0.0,0.0,0.0,66.0,79.0,89.0,0.0,64.0,84.0,96.0,91.0,91.0,51.0,0.0,33.0,43.0,35.0,37.0,47.0,37.0,58.0,0.0,42.0,34059.0,90.0,Tavon Austin,WR,
59,82.0,76.0,90.0,85.0,49.0,0.0,94.0,72.0,73.0,74.0,40.0,0.0,76.0,91.0,80.0,62.0,41.0,41.0,38.0,37.0,1.0,35.0,84.0,55.0,36.0,44.0,62.0,44.0,0.0,0.0,0.0,0.0,81.0,71.0,78.0,0.0,94.0,64.0,81.0,81.0,87.0,85.0,0.0,34.0,63.0,35.0,34.0,45.0,37.0,92.0,0.0,40.0,34060.0,90.0,Mike Tolbert,FB,
60,84.0,75.0,95.0,37.0,91.0,0.0,72.0,48.0,72.0,45.0,76.0,0.0,94.0,91.0,38.0,76.0,41.0,44.0,32.0,77.0,0.0,32.0,54.0,93.0,95.0,72.0,95.0,93.0,0.0,0.0,0.0,0.0,54.0,37.0,32.0,0.0,32.0,45.0,80.0,32.0,91.0,84.0,0.0,31.0,90.0,32.0,31.0,38.0,34.0,49.0,1.0,84.0,34061.0,92.0,Ahmad Brooks,LOLB,
61,74.0,58.0,90.0,32.0,91.0,0.0,53.0,40.0,47.0,34.0,79.0,0.0,86.0,92.0,32.0,63.0,45.0,47.0,32.0,43.0,0.0,33.0,56.0,83.0,90.0,38.0,89.0,90.0,1.0,0.0,0.0,0.0,66.0,36.0,32.0,0.0,32.0,41.0,59.0,32.0,77.0,91.0,0.0,32.0,90.0,33.0,32.0,43.0,35.0,45.0,0.0,46.0,34062.0,91.0,Domata Peko,DT,
62,85.0,70.0,88.0,41.0,90.0,0.0,59.0,43.0,52.0,44.0,76.0,0.0,91.0,88.0,39.0,85.0,39.0,39.0,39.0,49.0,0.0,39.0,58.0,82.0,91.0,44.0,91.0,91.0,0.0,0.0,0.0,0.0,58.0,42.0,39.0,0.0,47.0,44.0,75.0,39.0,89.0,90.0,0.0,39.0,92.0,39.0,39.0,44.0,40.0,57.0,1.0,58.0,34063.0,90.0,Derek Wolfe,LE,
63,90.0,88.0,85.0,67.0,57.0,0.0,65.0,68.0,77.0,70.0,54.0,0.0,57.0,88.0,73.0,87.0,38.0,37.0,68.0,88.0,0.0,35.0,52.0,56.0,85.0,88.0,81.0,52.0,0.0,0.0,0.0,0.0,52.0,43.0,41.0,1.0,43.0,69.0,92.0,68.0,90.0,48.0,0.0,35.0,74.0,35.0,35.0,35.0,37.0,35.0,0.0,91.0,34064.0,90.0,Buster Skrine,CB,
64,77.0,68.0,77.0,62.0,31.0,0.0,61.0,29.0,36.0,38.0,26.0,0.0,31.0,83.0,63.0,63.0,31.0,29.0,27.0,28.0,1.0,84.0,27.0,27.0,35.0,26.0,27.0,26.0,0.0,0.0,0.0,0.0,31.0,32.0,29.0,0.0,33.0,29.0,69.0,54.0,86.0,61.0,0.0,82.0,33.0,84.0,87.0,88.0,84.0,34.0,0.0,31.0,34065.0,88.0,Brian Hoyer,QB,
65,94.0,87.0,72.0,82.0,35.0,0.0,92.0,65.0,74.0,76.0,25.0,0.0,52.0,77.0,83.0,84.0,32.0,32.0,73.0,27.0,0.0,33.0,53.0,32.0,31.0,28.0,43.0,25.0,0.0,0.0,0.0,0.0,47.0,66.0,58.0,0.0,81.0,63.0,93.0,78.0,88.0,80.0,0.0,32.0,43.0,41.0,42.0,42.0,43.0,83.0,1.0,28.0,34066.0,87.0,Knile Davis,HB,
66,94.0,93.0,74.0,74.0,39.0,0.0,73.0,74.0,81.0,77.0,34.0,1.0,55.0,85.0,79.0,87.0,39.0,39.0,76.0,36.0,0.0,34.0,49.0,36.0,39.0,36.0,39.0,34.0,0.0,0.0,0.0,0.0,60.0,82.0,82.0,0.0,58.0,81.0,95.0,76.0,90.0,59.0,0.0,34.0,45.0,36.0,38.0,45.0,39.0,56.0,0.0,40.0,34067.0,86.0,Will Fuller V,WR,
67,80.0,58.0,74.0,18.0,20.0,0.0,40.0,21.0,28.0,23.0,18.0,0.0,79.0,78.0,18.0,26.0,30.0,20.0,18.0,21.0,0.0,18.0,83.0,25.0,28.0,18.0,27.0,18.0,0.0,0.0,0.0,1.0,83.0,25.0,21.0,0.0,18.0,21.0,63.0,18.0,71.0,96.0,0.0,17.0,22.0,18.0,17.0,21.0,20.0,18.0,0.0,19.0,34068.0,85.0,Andre Smith,RG,
68,91.0,84.0,91.0,63.0,80.0,0.0,72.0,72.0,72.0,49.0,70.0,0.0,82.0,83.0,42.0,83.0,44.0,44.0,28.0,66.0,0.0,29.0,49.0,73.0,91.0,67.0,91.0,79.0,0.0,0.0,0.0,0.0,49.0,47.0,32.0,1.0,61.0,61.0,82.0,49.0,91.0,73.0,0.0,28.0,96.0,29.0,28.0,40.0,32.0,59.0,0.0,75.0,34069.0,88.0,Manti Te'o,MLB,
69,85.0,78.0,76.0,39.0,83.0,1.0,37.0,35.0,43.0,37.0,77.0,0.0,86.0,87.0,39.0,88.0,32.0,33.0,30.0,40.0,0.0,31.0,50.0,87.0,76.0,38.0,79.0,84.0,0.0,0.0,0.0,0.0,50.0,42.0,34.0,0.0,42.0,39.0,77.0,56.0,76.0,84.0,0.0,30.0,89.0,31.0,30.0,32.0,34.0,40.0,0.0,44.0,34070.0,87.0,Derrick Shelby,DT,
70,94.0,86.0,82.0,64.0,52.0,1.0,62.0,66.0,74.0,66.0,47.0,0.0,52.0,92.0,68.0,92.0,38.0,45.0,47.0,83.0,0.0,35.0,50.0,73.0,82.0,76.0,72.0,44.0,0.0,0.0,0.0,0.0,50.0,38.0,58.0,0.0,45.0,73.0,90.0,65.0,87.0,59.0,0.0,34.0,67.0,35.0,34.0,39.0,37.0,34.0,0.0,81.0,34071.0,86.0,Darius Butler,CB,
71,83.0,65.0,87.0,37.0,80.0,0.0,59.0,33.0,40.0,28.0,72.0,0.0,87.0,66.0,28.0,82.0,37.0,33.0,28.0,40.0,0.0,29.0,52.0,87.0,88.0,32.0,84.0,85.0,0.0,0.0,0.0,0.0,52.0,35.0,32.0,1.0,28.0,33.0,75.0,28.0,72.0,82.0,0.0,28.0,87.0,29.0,28.0,39.0,31.0,49.0,0.0,51.0,34072.0,85.0,Jared Crick,RE,
72,89.0,85.0,95.0,86.0,65.0,0.0,86.0,96.0,96.0,83.0,44.0,0.0,82.0,94.0,85.0,90.0,45.0,48.0,39.0,39.0,1.0,38.0,89.0,44.0,44.0,40.0,61.0,44.0,0.0,0.0,1.0,0.0,84.0,92.0,94.0,0.0,83.0,94.0,87.0,74.0,96.0,72.0,0.0,37.0,61.0,40.0,43.0,44.0,42.0,83.0,0.0,40.0,34073.0,97.0,Greg Olsen,TE,"Ht: 6' 5"" Wt: 253"
73,89.0,82.0,97.0,54.0,96.0,0.0,81.0,60.0,81.0,57.0,93.0,0.0,96.0,93.0,54.0,84.0,58.0,53.0,46.0,82.0,0.0,46.0,65.0,97.0,97.0,81.0,96.0,97.0,0.0,0.0,0.0,0.0,65.0,54.0,49.0,0.0,49.0,62.0,81.0,60.0,94.0,95.0,1.0,45.0,97.0,46.0,45.0,57.0,49.0,64.0,1.0,84.0,34074.0,97.0,James Harrison,ROLB,"Ht: 6' 0"" Wt: 242"
74,90.0,95.0,89.0,85.0,51.0,0.0,78.0,90.0,93.0,84.0,39.0,0.0,59.0,84.0,85.0,89.0,40.0,45.0,78.0,42.0,1.0,40.0,51.0,41.0,46.0,39.0,57.0,39.0,0.0,0.0,0.0,0.0,59.0,89.0,89.0,0.0,75.0,91.0,94.0,84.0,92.0,59.0,0.0,39.0,49.0,41.0,43.0,46.0,43.0,68.0,0.0,45.0,34075.0,93.0,Jeremy Maclin,WR,
75,89.0,77.0,89.0,29.0,37.0,0.0,66.0,29.0,62.0,29.0,25.0,1.0,90.0,89.0,25.0,77.0,35.0,34.0,26.0,29.0,0.0,25.0,90.0,35.0,25.0,25.0,39.0,25.0,0.0,0.0,0.0,0.0,90.0,37.0,29.0,0.0,25.0,29.0,71.0,25.0,90.0,88.0,0.0,24.0,46.0,25.0,24.0,30.0,28.0,44.0,0.0,34.0,34076.0,92.0,Justin Pugh,LG,
76,75.0,72.0,91.0,65.0,34.0,0.0,64.0,52.0,62.0,47.0,28.0,0.0,30.0,80.0,69.0,52.0,37.0,33.0,35.0,34.0,1.0,87.0,30.0,29.0,39.0,28.0,43.0,28.0,0.0,0.0,0.0,0.0,30.0,49.0,55.0,0.0,51.0,46.0,77.0,69.0,93.0,58.0,0.0,87.0,37.0,89.0,91.0,85.0,89.0,44.0,0.0,34.0,34077.0,91.0,Josh McCown,QB,
77,83.0,59.0,86.0,19.0,32.0,0.0,45.0,19.0,36.0,26.0,19.0,0.0,92.0,90.0,19.0,23.0,35.0,37.0,19.0,18.0,0.0,19.0,94.0,26.0,26.0,19.0,25.0,19.0,0.0,0.0,0.0,0.0,84.0,24.0,19.0,0.0,19.0,21.0,68.0,19.0,82.0,92.0,0.0,18.0,35.0,19.0,18.0,40.0,22.0,19.0,1.0,21.0,34078.0,91.0,Alex Boone,RG,
78,90.0,76.0,91.0,50.0,93.0,1.0,51.0,45.0,60.0,49.0,95.0,0.0,91.0,90.0,49.0,83.0,35.0,38.0,28.0,67.0,0.0,31.0,56.0,90.0,91.0,46.0,93.0,88.0,0.0,0.0,0.0,0.0,56.0,35.0,31.0,0.0,53.0,46.0,83.0,40.0,85.0,81.0,0.0,30.0,93.0,31.0,30.0,38.0,34.0,44.0,0.0,75.0,34079.0,93.0,Jabaal Sheard,LE,
79,80.0,68.0,90.0,49.0,90.0,0.0,63.0,44.0,59.0,41.0,79.0,0.0,93.0,93.0,47.0,71.0,44.0,47.0,38.0,46.0,0.0,38.0,60.0,85.0,91.0,40.0,88.0,90.0,1.0,0.0,0.0,0.0,60.0,50.0,41.0,0.0,53.0,44.0,71.0,50.0,83.0,91.0,0.0,38.0,94.0,38.0,38.0,43.0,40.0,60.0,0.0,55.0,34080.0,92.0,Bennie Logan,DT,
80,92.0,84.0,88.0,57.0,80.0,0.0,64.0,56.0,75.0,49.0,63.0,0.0,81.0,83.0,65.0,85.0,32.0,39.0,63.0,78.0,0.0,35.0,51.0,94.0,88.0,82.0,91.0,71.0,0.0,0.0,0.0,0.0,51.0,38.0,32.0,0.0,49.0,52.0,89.0,63.0,96.0,77.0,0.0,31.0,86.0,31.0,34.0,34.0,37.0,48.0,1.0,88.0,34081.0,91.0,T.J. Ward,SS,
81,92.0,85.0,91.0,38.0,84.0,0.0,70.0,51.0,68.0,54.0,84.0,0.0,88.0,91.0,61.0,88.0,31.0,38.0,31.0,77.0,0.0,31.0,54.0,91.0,91.0,68.0,89.0,80.0,0.0,0.0,0.0,0.0,54.0,38.0,38.0,1.0,43.0,58.0,82.0,47.0,92.0,77.0,0.0,31.0,91.0,31.0,31.0,33.0,34.0,31.0,0.0,81.0,34082.0,91.0,Lawrence Timmons,MLB,
82,80.0,73.0,90.0,22.0,26.0,0.0,47.0,29.0,32.0,25.0,22.0,0.0,85.0,85.0,22.0,44.0,40.0,39.0,22.0,23.0,1.0,23.0,85.0,29.0,28.0,22.0,28.0,22.0,0.0,0.0,0.0,0.0,86.0,36.0,29.0,0.0,22.0,33.0,77.0,22.0,84.0,90.0,0.0,22.0,36.0,23.0,22.0,40.0,25.0,22.0,0.0,21.0,34083.0,89.0,Eric Wood,C,
83,93.0,93.0,75.0,86.0,40.0,0.0,89.0,73.0,76.0,84.0,39.0,0.0,52.0,92.0,87.0,77.0,31.0,35.0,75.0,33.0,0.0,34.0,53.0,33.0,31.0,33.0,45.0,33.0,0.0,0.0,0.0,0.0,48.0,74.0,72.0,0.0,77.0,74.0,90.0,84.0,90.0,72.0,0.0,35.0,44.0,42.0,45.0,39.0,36.0,75.0,1.0,39.0,34084.0,88.0,Branden Oliver,HB,
84,90.0,93.0,76.0,82.0,46.0,0.0,85.0,70.0,64.0,80.0,32.0,0.0,56.0,83.0,79.0,90.0,33.0,35.0,64.0,35.0,1.0,19.0,64.0,62.0,37.0,24.0,56.0,27.0,0.0,0.0,0.0,0.0,45.0,63.0,71.0,0.0,84.0,66.0,90.0,75.0,89.0,81.0,0.0,23.0,51.0,35.0,38.0,39.0,22.0,84.0,0.0,43.0,34085.0,87.0,Doug Martin,HB,
85,93.0,88.0,70.0,71.0,56.0,0.0,74.0,80.0,84.0,69.0,46.0,1.0,62.0,85.0,71.0,94.0,49.0,49.0,70.0,49.0,0.0,52.0,56.0,46.0,50.0,47.0,53.0,46.0,0.0,0.0,0.0,0.0,61.0,82.0,74.0,0.0,69.0,79.0,93.0,71.0,85.0,77.0,0.0,50.0,56.0,52.0,52.0,55.0,52.0,71.0,0.0,50.0,34086.0,86.0,Sammie Coates,WR,
86,88.0,83.0,87.0,48.0,82.0,1.0,56.0,49.0,56.0,51.0,94.0,0.0,82.0,91.0,52.0,84.0,42.0,43.0,33.0,62.0,0.0,33.0,52.0,78.0,87.0,58.0,91.0,87.0,0.0,0.0,0.0,0.0,52.0,48.0,39.0,0.0,48.0,49.0,83.0,46.0,85.0,78.0,0.0,33.0,87.0,33.0,33.0,35.0,36.0,33.0,0.0,66.0,34087.0,89.0,Jerry Hughes,RE,
87,87.0,75.0,86.0,37.0,85.0,1.0,51.0,32.0,53.0,42.0,89.0,0.0,86.0,89.0,37.0,89.0,34.0,34.0,30.0,48.0,0.0,31.0,53.0,80.0,86.0,42.0,85.0,78.0,0.0,0.0,0.0,0.0,53.0,35.0,30.0,0.0,46.0,35.0,81.0,34.0,84.0,83.0,0.0,30.0,88.0,31.0,30.0,37.0,33.0,46.0,0.0,67.0,34088.0,88.0,Brian Robison,LE,
88,90.0,91.0,80.0,67.0,72.0,0.0,69.0,77.0,77.0,68.0,64.0,0.0,63.0,89.0,71.0,81.0,40.0,40.0,53.0,85.0,0.0,36.0,53.0,77.0,80.0,82.0,80.0,60.0,1.0,0.0,0.0,0.0,53.0,43.0,41.0,0.0,48.0,77.0,89.0,69.0,86.0,68.0,0.0,36.0,75.0,36.0,36.0,53.0,38.0,48.0,0.0,80.0,34089.0,87.0,Quinten Rollins,CB,
89,88.0,83.0,81.0,50.0,86.0,1.0,57.0,49.0,60.0,38.0,70.0,0.0,83.0,87.0,35.0,89.0,30.0,30.0,23.0,81.0,0.0,24.0,44.0,79.0,81.0,60.0,84.0,78.0,0.0,0.0,0.0,0.0,44.0,28.0,27.0,0.0,47.0,49.0,82.0,39.0,87.0,74.0,0.0,23.0,88.0,24.0,23.0,34.0,27.0,48.0,0.0,79.0,34090.0,86.0,Michael Wilhoite,MLB,
90,86.0,75.0,95.0,32.0,47.0,0.0,56.0,34.0,45.0,34.0,32.0,0.0,89.0,93.0,32.0,69.0,32.0,33.0,32.0,32.0,1.0,32.0,96.0,66.0,37.0,32.0,46.0,32.0,0.0,0.0,0.0,0.0,96.0,38.0,34.0,0.0,32.0,58.0,80.0,32.0,88.0,94.0,0.0,31.0,53.0,32.0,31.0,34.0,34.0,32.0,0.0,34.0,34091.0,97.0,Trent Williams,LT,"Ht: 6' 5"" Wt: 320"
91,87.0,86.0,96.0,40.0,93.0,0.0,63.0,54.0,69.0,54.0,94.0,0.0,95.0,93.0,48.0,88.0,42.0,43.0,40.0,74.0,0.0,40.0,60.0,93.0,96.0,66.0,97.0,97.0,0.0,0.0,0.0,0.0,60.0,45.0,40.0,1.0,48.0,54.0,80.0,51.0,85.0,87.0,0.0,39.0,92.0,40.0,39.0,48.0,42.0,48.0,0.0,77.0,34092.0,97.0,Cameron Wake,LE,"Ht: 6' 3"" Wt: 270"
92,83.0,76.0,91.0,66.0,32.0,0.0,63.0,55.0,61.0,59.0,31.0,0.0,33.0,94.0,66.0,68.0,36.0,32.0,34.0,32.0,0.0,90.0,33.0,32.0,31.0,31.0,40.0,31.0,0.0,0.0,0.0,1.0,33.0,42.0,42.0,0.0,48.0,59.0,77.0,63.0,89.0,56.0,0.0,90.0,35.0,89.0,90.0,90.0,90.0,47.0,0.0,32.0,34093.0,93.0,Andy Dalton,QB,
93,73.0,81.0,86.0,27.0,33.0,0.0,39.0,30.0,36.0,30.0,24.0,0.0,90.0,87.0,26.0,79.0,26.0,28.0,20.0,21.0,0.0,21.0,95.0,33.0,27.0,20.0,34.0,27.0,0.0,0.0,0.0,1.0,86.0,33.0,27.0,0.0,33.0,28.0,69.0,23.0,83.0,90.0,0.0,20.0,43.0,21.0,20.0,30.0,24.0,37.0,0.0,23.0,34094.0,92.0,Laremy Tunsil,LG,
94,94.0,96.0,87.0,87.0,52.0,0.0,87.0,73.0,75.0,87.0,38.0,0.0,59.0,87.0,91.0,91.0,41.0,44.0,77.0,41.0,1.0,44.0,72.0,45.0,39.0,45.0,51.0,38.0,0.0,0.0,0.0,0.0,53.0,77.0,76.0,0.0,60.0,73.0,94.0,84.0,89.0,70.0,0.0,43.0,55.0,49.0,54.0,52.0,45.0,79.0,0.0,46.0,34095.0,91.0,Lamar Miller,HB,
95,88.0,87.0,86.0,81.0,54.0,0.0,76.0,91.0,91.0,75.0,36.0,0.0,56.0,84.0,78.0,85.0,42.0,42.0,70.0,36.0,0.0,34.0,52.0,35.0,36.0,33.0,51.0,36.0,0.0,0.0,0.0,1.0,69.0,90.0,89.0,0.0,71.0,87.0,88.0,85.0,89.0,74.0,0.0,33.0,49.0,36.0,39.0,49.0,39.0,71.0,0.0,39.0,34096.0,91.0,Eric Decker,WR,
96,84.0,74.0,90.0,33.0,92.0,0.0,50.0,39.0,43.0,29.0,81.0,0.0,93.0,95.0,33.0,75.0,33.0,33.0,29.0,39.0,0.0,30.0,51.0,87.0,90.0,34.0,89.0,93.0,0.0,0.0,0.0,0.0,51.0,35.0,33.0,1.0,39.0,39.0,67.0,31.0,85.0,89.0,0.0,29.0,94.0,30.0,29.0,36.0,33.0,37.0,0.0,44.0,34097.0,93.0,Michael Brockers,DT,
97,92.0,89.0,92.0,60.0,81.0,0.0,69.0,70.0,79.0,57.0,78.0,0.0,85.0,88.0,54.0,86.0,39.0,39.0,37.0,80.0,0.0,48.0,57.0,89.0,92.0,77.0,90.0,65.0,0.0,0.0,0.0,0.0,57.0,48.0,40.0,1.0,57.0,70.0,87.0,63.0,92.0,69.0,0.0,51.0,93.0,53.0,56.0,46.0,58.0,52.0,0.0,85.0,34098.0,92.0,Alec Ogletree,MLB,
98,94.0,93.0,88.0,79.0,68.0,0.0,78.0,59.0,80.0,62.0,61.0,0.0,71.0,80.0,79.0,95.0,43.0,43.0,70.0,90.0,0.0,32.0,55.0,72.0,88.0,89.0,83.0,58.0,0.0,0.0,0.0,0.0,55.0,58.0,54.0,1.0,50.0,60.0,92.0,74.0,87.0,54.0,0.0,31.0,75.0,32.0,31.0,49.0,35.0,49.0,0.0,85.0,34099.0,91.0,Orlando Scandrick,CB,
99,92.0,88.0,90.0,67.0,75.0,1.0,71.0,66.0,82.0,71.0,57.0,0.0,75.0,93.0,72.0,84.0,41.0,40.0,53.0,86.0,0.0,36.0,55.0,69.0,90.0,83.0,91.0,54.0,0.0,0.0,0.0,0.0,55.0,50.0,42.0,0.0,49.0,76.0,94.0,71.0,88.0,57.0,0.0,36.0,76.0,36.0,36.0,46.0,39.0,46.0,0.0,91.0,34100.0,91.0,Andre Hal,FS,
100,84.0,76.0,85.0,74.0,55.0,0.0,78.0,85.0,90.0,71.0,43.0,0.0,75.0,86.0,79.0,87.0,45.0,47.0,45.0,46.0,0.0,44.0,74.0,49.0,46.0,49.0,64.0,43.0,0.0,0.0,0.0,0.0,79.0,85.0,85.0,0.0,71.0,85.0,82.0,76.0,84.0,77.0,0.0,44.0,56.0,46.0,47.0,47.0,47.0,78.0,1.0,45.0,34101.0,89.0,Benjamin Watson,TE,
101,79.0,57.0,86.0,24.0,38.0,0.0,47.0,28.0,44.0,28.0,24.0,1.0,87.0,74.0,24.0,67.0,26.0,28.0,24.0,25.0,0.0,25.0,89.0,35.0,36.0,24.0,42.0,24.0,0.0,0.0,0.0,0.0,81.0,32.0,28.0,0.0,24.0,28.0,71.0,24.0,79.0,90.0,0.0,24.0,41.0,25.0,24.0,40.0,28.0,35.0,0.0,31.0,34102.0,88.0,Spencer Long,C,
102,91.0,88.0,80.0,76.0,50.0,0.0,71.0,82.0,88.0,69.0,28.0,0.0,61.0,90.0,73.0,89.0,29.0,32.0,49.0,28.0,0.0,31.0,52.0,29.0,36.0,28.0,66.0,28.0,0.0,0.0,0.0,0.0,65.0,82.0,81.0,0.0,72.0,81.0,88.0,72.0,84.0,73.0,0.0,36.0,45.0,40.0,42.0,37.0,40.0,69.0,1.0,35.0,34103.0,87.0,Brandon LaFell,WR,
103,86.0,67.0,84.0,23.0,31.0,0.0,36.0,31.0,47.0,19.0,19.0,0.0,77.0,81.0,19.0,77.0,28.0,27.0,19.0,21.0,1.0,20.0,83.0,23.0,19.0,19.0,36.0,19.0,0.0,0.0,0.0,0.0,86.0,45.0,35.0,0.0,19.0,31.0,74.0,19.0,74.0,84.0,0.0,19.0,46.0,20.0,19.0,25.0,23.0,23.0,0.0,21.0,34104.0,86.0,Don Barclay,RT,
104,87.0,84.0,91.0,33.0,79.0,1.0,63.0,45.0,70.0,26.0,76.0,0.0,85.0,77.0,52.0,76.0,34.0,33.0,26.0,80.0,0.0,26.0,52.0,89.0,91.0,72.0,90.0,72.0,0.0,0.0,0.0,0.0,52.0,44.0,29.0,0.0,39.0,49.0,83.0,52.0,82.0,67.0,0.0,26.0,90.0,26.0,26.0,44.0,27.0,52.0,0.0,87.0,34105.0,89.0,Dannell Ellerbe,ROLB,
105,92.0,83.0,91.0,54.0,64.0,0.0,65.0,51.0,84.0,42.0,60.0,0.0,75.0,85.0,61.0,87.0,28.0,38.0,41.0,83.0,0.0,29.0,50.0,78.0,90.0,78.0,83.0,53.0,0.0,0.0,0.0,0.0,50.0,39.0,31.0,1.0,50.0,53.0,87.0,54.0,91.0,57.0,0.0,28.0,78.0,29.0,28.0,29.0,31.0,57.0,0.0,81.0,34106.0,88.0,Kurt Coleman,FS,
106,86.0,74.0,84.0,41.0,87.0,1.0,44.0,28.0,40.0,37.0,84.0,0.0,85.0,84.0,43.0,73.0,32.0,39.0,26.0,38.0,0.0,27.0,47.0,81.0,84.0,43.0,88.0,78.0,0.0,0.0,0.0,0.0,47.0,30.0,26.0,0.0,26.0,34.0,79.0,39.0,76.0,84.0,0.0,26.0,89.0,27.0,26.0,26.0,29.0,42.0,0.0,42.0,34107.0,87.0,George Johnson,LE,
107,94.0,93.0,80.0,55.0,69.0,0.0,59.0,62.0,70.0,51.0,68.0,0.0,65.0,82.0,57.0,91.0,40.0,40.0,51.0,82.0,0.0,31.0,46.0,51.0,80.0,80.0,77.0,65.0,0.0,0.0,0.0,0.0,46.0,44.0,35.0,1.0,39.0,63.0,90.0,56.0,87.0,54.0,0.0,31.0,69.0,31.0,31.0,39.0,34.0,41.0,0.0,85.0,34108.0,86.0,Blidi Wreh-Wilson,CB,
